seed,cope,target,subject,phase,conn
sgACC,csp,rACC,4,extinction,-0.021567145362496376
sgACC,csp,rACC,5,baseline,-16.531341552734375
sgACC,csp,rACC,5,acquisition,11.726985931396484
sgACC,csp,rACC,5,extinction,9.208595275878906
sgACC,csp,rACC,6,baseline,-13.342255592346191
sgACC,csp,rACC,6,acquisition,16.482908248901367
sgACC,csp,rACC,6,extinction,18.832271575927734
sgACC,csp,rACC,7,baseline,45.90273666381836
sgACC,csp,rACC,7,acquisition,38.217647552490234
sgACC,csp,rACC,7,extinction,-4.2600812911987305
sgACC,csp,rACC,8,baseline,0.4197031557559967
sgACC,csp,rACC,8,acquisition,1.1689162254333496
sgACC,csp,rACC,8,extinction,-13.859720230102539
sgACC,csp,rACC,9,baseline,6.9625773429870605
sgACC,csp,rACC,9,acquisition,9.75609302520752
sgACC,csp,rACC,9,extinction,-1.8697274923324585
sgACC,csp,rACC,10,baseline,-7.330470085144043
sgACC,csp,rACC,10,acquisition,-4.338013172149658
sgACC,csp,rACC,10,extinction,6.39332389831543
sgACC,csp,rACC,12,baseline,5.981757164001465
sgACC,csp,rACC,12,acquisition,-11.64393424987793
sgACC,csp,rACC,12,extinction,-0.9872843027114868
sgACC,csp,rACC,13,baseline,-27.791385650634766
sgACC,csp,rACC,13,acquisition,-23.740428924560547
sgACC,csp,rACC,13,extinction,-36.42213439941406
sgACC,csp,rACC,14,baseline,-8.473849296569824
sgACC,csp,rACC,14,acquisition,-10.37781047821045
sgACC,csp,rACC,14,extinction,11.55864429473877
sgACC,csp,rACC,15,baseline,-2.6000704765319824
sgACC,csp,rACC,15,acquisition,-23.35947036743164
sgACC,csp,rACC,15,extinction,-15.46660041809082
sgACC,csp,rACC,16,baseline,8.124490737915039
sgACC,csp,rACC,16,acquisition,19.95023536682129
sgACC,csp,rACC,16,extinction,-1.3951222896575928
sgACC,csp,rACC,17,baseline,-20.01119613647461
sgACC,csp,rACC,17,acquisition,10.662018775939941
sgACC,csp,rACC,17,extinction,-17.34494972229004
sgACC,csp,rACC,18,baseline,9.325146675109863
sgACC,csp,rACC,18,acquisition,11.13663101196289
sgACC,csp,rACC,18,extinction,36.18677520751953
sgACC,csp,rACC,19,baseline,1.6393736600875854
sgACC,csp,rACC,19,acquisition,3.5449471473693848
sgACC,csp,rACC,19,extinction,-10.436888694763184
sgACC,csp,rACC,20,baseline,-5.027426242828369
sgACC,csp,rACC,20,acquisition,-5.8717546463012695
sgACC,csp,rACC,20,extinction,-7.840276718139648
sgACC,csp,rACC,21,baseline,6.7461957931518555
sgACC,csp,rACC,21,acquisition,-5.955847263336182
sgACC,csp,rACC,21,extinction,-13.828333854675293
sgACC,csp,rACC,23,baseline,9.652449607849121
sgACC,csp,rACC,23,acquisition,51.43376922607422
sgACC,csp,rACC,23,extinction,-12.867976188659668
sgACC,csp,rACC,24,baseline,-6.372657775878906
sgACC,csp,rACC,24,acquisition,-1.7425817251205444
sgACC,csp,rACC,24,extinction,25.32659149169922
sgACC,csp,rACC,25,baseline,4.171620845794678
sgACC,csp,rACC,25,acquisition,-3.8606760501861572
sgACC,csp,rACC,25,extinction,11.291366577148438
sgACC,csp,rACC,26,baseline,14.589095115661621
sgACC,csp,rACC,26,acquisition,-7.300463676452637
sgACC,csp,rACC,26,extinction,14.76968002319336
sgACC,csp,rACC,101,baseline,-21.788606643676758
sgACC,csp,rACC,101,acquisition,-4.204635143280029
sgACC,csp,rACC,101,extinction,-7.674502849578857
sgACC,csp,rACC,102,baseline,-0.8937153816223145
sgACC,csp,rACC,102,acquisition,-0.5263807773590088
sgACC,csp,rACC,102,extinction,1.7999767065048218
sgACC,csp,rACC,103,baseline,-2.9468019008636475
sgACC,csp,rACC,103,acquisition,26.783493041992188
sgACC,csp,rACC,103,extinction,-26.537687301635742
sgACC,csp,rACC,104,baseline,3.707225799560547
sgACC,csp,rACC,104,acquisition,-3.715705394744873
sgACC,csp,rACC,104,extinction,-5.765233039855957
sgACC,csp,rACC,105,baseline,-0.6575166583061218
sgACC,csp,rACC,105,acquisition,1.8914971351623535
sgACC,csp,rACC,105,extinction,-2.5997140407562256
sgACC,csp,rACC,106,baseline,-5.056547164916992
sgACC,csp,rACC,106,acquisition,-5.5930914878845215
sgACC,csp,rACC,106,extinction,-2.4120707511901855
sgACC,csp,rACC,107,baseline,18.72581672668457
sgACC,csp,rACC,107,acquisition,18.354412078857422
sgACC,csp,rACC,107,extinction,31.330400466918945
sgACC,csp,rACC,108,baseline,15.181990623474121
sgACC,csp,rACC,108,acquisition,-11.238101959228516
sgACC,csp,rACC,108,extinction,1.0698215961456299
sgACC,csp,rACC,109,baseline,-3.969679117202759
sgACC,csp,rACC,109,acquisition,1.9796303510665894
sgACC,csp,rACC,109,extinction,28.329540252685547
sgACC,csp,rACC,110,baseline,29.061532974243164
sgACC,csp,rACC,110,acquisition,2.20961332321167
sgACC,csp,rACC,110,extinction,28.81161117553711
sgACC,csp,rACC,111,baseline,46.70646667480469
sgACC,csp,rACC,111,acquisition,75.49034118652344
sgACC,csp,rACC,111,extinction,12.284414291381836
sgACC,csp,rACC,112,baseline,-13.769889831542969
sgACC,csp,rACC,112,acquisition,-7.349830627441406
sgACC,csp,rACC,112,extinction,-5.844127655029297
sgACC,csp,rACC,113,baseline,33.88383483886719
sgACC,csp,rACC,113,acquisition,23.883407592773438
sgACC,csp,rACC,113,extinction,1.1089320182800293
sgACC,csp,rACC,114,baseline,10.732499122619629
sgACC,csp,rACC,114,acquisition,-3.047314167022705
sgACC,csp,rACC,114,extinction,18.24726104736328
sgACC,csp,rACC,115,baseline,-7.079437255859375
sgACC,csp,rACC,115,acquisition,6.60713005065918
sgACC,csp,rACC,115,extinction,15.421711921691895
sgACC,csp,rACC,116,baseline,10.607619285583496
sgACC,csp,rACC,116,acquisition,-0.004005750175565481
sgACC,csp,rACC,116,extinction,-14.621772766113281
sgACC,csp,rACC,117,baseline,-13.25249195098877
sgACC,csp,rACC,117,acquisition,6.29093074798584
sgACC,csp,rACC,117,extinction,2.9035933017730713
sgACC,csp,rACC,118,baseline,9.15474796295166
sgACC,csp,rACC,118,acquisition,0.9040067791938782
sgACC,csp,rACC,118,extinction,14.608725547790527
sgACC,csp,rACC,120,baseline,6.784631252288818
sgACC,csp,rACC,120,acquisition,28.215044021606445
sgACC,csp,rACC,120,extinction,-11.911587715148926
sgACC,csp,rACC,121,baseline,-18.718935012817383
sgACC,csp,rACC,121,acquisition,-8.994523048400879
sgACC,csp,rACC,121,extinction,-17.088912963867188
sgACC,csp,rACC,122,baseline,-4.712721824645996
sgACC,csp,rACC,122,acquisition,-18.37288475036621
sgACC,csp,rACC,122,extinction,-6.828307151794434
sgACC,csp,rACC,123,baseline,-11.202157020568848
sgACC,csp,rACC,123,acquisition,14.354740142822266
sgACC,csp,rACC,123,extinction,9.953573226928711
sgACC,csp,rACC,124,baseline,-8.915892601013184
sgACC,csp,rACC,124,acquisition,21.462055206298828
sgACC,csp,rACC,124,extinction,-5.100188732147217
sgACC,csp,rACC,125,baseline,-35.19438552856445
sgACC,csp,rACC,125,acquisition,-2.7845535278320312
sgACC,csp,rACC,125,extinction,-13.0774507522583
sgACC,csp,lh_hpc,1,baseline,0.10361633449792862
sgACC,csp,lh_hpc,1,acquisition,5.473001956939697
sgACC,csp,lh_hpc,1,extinction,7.593359470367432
sgACC,csp,lh_hpc,2,baseline,-3.7612080574035645
sgACC,csp,lh_hpc,2,acquisition,0.2163572907447815
sgACC,csp,lh_hpc,2,extinction,5.99254035949707
sgACC,csp,lh_hpc,3,baseline,-2.7953758239746094
sgACC,csp,lh_hpc,3,acquisition,-3.9565794467926025
sgACC,csp,lh_hpc,3,extinction,39.58357238769531
sgACC,csp,lh_hpc,4,baseline,-2.5093586444854736
sgACC,csp,lh_hpc,4,acquisition,3.774467945098877
sgACC,csp,lh_hpc,4,extinction,5.2187089920043945
sgACC,csp,lh_hpc,5,baseline,2.480038642883301
sgACC,csp,lh_hpc,5,acquisition,3.414069890975952
sgACC,csp,lh_hpc,5,extinction,2.4280483722686768
sgACC,csp,lh_hpc,6,baseline,-0.5665232539176941
sgACC,csp,lh_hpc,6,acquisition,-7.266867637634277
sgACC,csp,lh_hpc,6,extinction,-1.6997917890548706
sgACC,csp,lh_hpc,7,baseline,28.044219970703125
sgACC,csp,lh_hpc,7,acquisition,0.340738445520401
sgACC,csp,lh_hpc,7,extinction,-13.67656421661377
sgACC,csp,lh_hpc,8,baseline,3.941108465194702
sgACC,csp,lh_hpc,8,acquisition,1.5517863035202026
sgACC,csp,lh_hpc,8,extinction,-4.199907302856445
sgACC,csp,lh_hpc,9,baseline,6.823047161102295
sgACC,csp,lh_hpc,9,acquisition,-5.610204696655273
sgACC,csp,lh_hpc,9,extinction,4.475612640380859
sgACC,csp,lh_hpc,10,baseline,-2.3985824584960938
